idCustomer,AgeCustomer,Gender,CommandeCustom,
330.0,40.0,F,sandwichAyari,
331.0,32.0,H,Burgers,
332.0,29.0,F,pizza,
333.0,42.0,F,Salade,
334.0,37.0,H,Salade,
335.0,53.0,H,Crepe,
336.0,34.0,H,Crepe,
337.0,30.0,F,Burgers,
338.0,34.0,H,Salade,
339.0,29.0,F,sandwichAyari,
340.0,26.0,F,sandwitch,
341.0,47.0,F,Salade,
342.0,29.0,H,Burgers,
343.0,25.0,F,kaftaji,
344.0,31.0,H,sandwichAyari,
345.0,56.0,F,sandwichAyari,
346.0,23.0,F,lablebi,
347.0,36.0,F,makloub,
348.0,44.0,F,sandwichAyari,
349.0,26.0,F,Salade,
350.0,41.0,F,kaftaji,
351.0,28.0,H,Salade,
352.0,21.0,H,kaftaji,
353.0,39.0,F,lablebi,
354.0,21.0,H,Burgers,
355.0,26.0,F,pizza,
356.0,54.0,H,sandwichAyari,
357.0,31.0,F,makloub,
358.0,51.0,F,kaftaji,
359.0,23.0,F,makloub,
360.0,30.0,F,lablebi,
361.0,27.0,H,sandwitch,
362.0,48.0,H,Crepe,
363.0,22.0,F,sandwitch,
364.0,34.0,F,lablebi,
365.0,46.0,H,pizza,
366.0,53.0,H,lablebi,
367.0,31.0,H,kaftaji,
368.0,49.0,H,Burgers,
369.0,34.0,F,sandwichAyari,
370.0,29.0,H,lablebi,
371.0,52.0,H,kaftaji,
372.0,29.0,F,Burgers,
373.0,30.0,F,Crepe,
374.0,24.0,H,Salade,
375.0,33.0,F,Burgers,
376.0,45.0,F,makloub,
377.0,43.0,H,Crepe,
378.0,26.0,H,makloub,
379.0,35.0,F,sandwichAyari,
380.0,49.0,F,lablebi,
381.0,33.0,H,sandwichAyari,
382.0,37.0,H,sandwichAyari,
383.0,25.0,H,kaftaji,
384.0,35.0,F,lablebi,
385.0,41.0,H,Salade,
386.0,42.0,F,makloub,
387.0,43.0,F,kaftaji,
388.0,24.0,F,kaftaji,
389.0,48.0,F,lablebi,
390.0,50.0,H,sandwichAyari,
391.0,31.0,H,sandwichAyari,
392.0,43.0,H,kaftaji,
393.0,40.0,F,Crepe,
394.0,39.0,H,Crepe,
395.0,27.0,H,makloub,
396.0,53.0,H,Salade,
397.0,29.0,H,kaftaji,
398.0,25.0,F,Burgers,
399.0,21.0,H,sandwitch,
400.0,46.0,H,pizza,
401.0,34.0,H,pizza,
402.0,24.0,H,Crepe,
403.0,48.0,H,kaftaji,
404.0,50.0,F,sandwichAyari,
405.0,18.0,H,Salade,
406.0,41.0,H,pizza,
407.0,32.0,H,Burgers,
408.0,22.0,H,Burgers,
409.0,29.0,H,lablebi,
410.0,23.0,F,pizza,
411.0,53.0,H,pizza,
412.0,20.0,H,lablebi,
413.0,52.0,F,kaftaji,
414.0,19.0,F,sandwitch,
415.0,49.0,H,pizza,
416.0,40.0,F,lablebi,
417.0,49.0,H,Burgers,
418.0,33.0,F,Salade,
419.0,55.0,H,lablebi,
420.0,50.0,H,Salade,
421.0,22.0,H,makloub,
422.0,26.0,F,sandwichAyari,
423.0,44.0,F,makloub,
424.0,54.0,H,Salade,
425.0,35.0,F,makloub,
426.0,39.0,H,Salade,
427.0,37.0,F,sandwitch,
428.0,28.0,F,Salade,
429.0,53.0,F,pizza,
430.0,26.0,F,lablebi,
431.0,48.0,F,sandwichAyari,
432.0,52.0,H,lablebi,
433.0,40.0,H,pizza,
434.0,28.0,H,lablebi,
435.0,18.0,H,Crepe,
436.0,42.0,H,kaftaji,
437.0,44.0,F,lablebi,
438.0,50.0,F,pizza,
439.0,52.0,F,Crepe,
440.0,20.0,F,Crepe,
441.0,37.0,F,lablebi,
442.0,19.0,H,sandwitch,
443.0,34.0,F,lablebi,
444.0,37.0,H,sandwitch,
445.0,54.0,F,kaftaji,
446.0,41.0,F,Burgers,
447.0,33.0,F,sandwitch,
448.0,34.0,H,pizza,
449.0,51.0,F,kaftaji,
450.0,35.0,H,lablebi,
451.0,50.0,H,pizza,
452.0,36.0,F,Salade,
453.0,35.0,F,makloub,
454.0,36.0,F,sandwitch,
455.0,31.0,H,Burgers,
456.0,43.0,F,makloub,
457.0,29.0,H,lablebi,
458.0,32.0,F,sandwichAyari,
459.0,32.0,H,makloub,
460.0,31.0,H,pizza,
461.0,53.0,F,Salade,
462.0,47.0,H,pizza,
463.0,35.0,H,Burgers,
464.0,24.0,F,Crepe,
465.0,22.0,F,lablebi,
466.0,39.0,F,Burgers,
467.0,35.0,H,Crepe,
468.0,26.0,H,pizza,
469.0,49.0,F,Burgers,
470.0,55.0,H,sandwitch,
471.0,34.0,F,sandwichAyari,
472.0,36.0,H,Crepe,
473.0,42.0,F,makloub,
474.0,23.0,H,Salade,
475.0,21.0,F,Crepe,
476.0,36.0,F,Crepe,
477.0,31.0,F,lablebi,
478.0,36.0,F,Crepe,
479.0,34.0,H,lablebi,
480.0,52.0,H,Burgers,
481.0,35.0,H,makloub,
482.0,49.0,F,sandwitch,
483.0,26.0,F,kaftaji,
484.0,50.0,F,pizza,
485.0,39.0,F,Salade,
486.0,20.0,F,sandwitch,
487.0,35.0,H,sandwichAyari,
488.0,24.0,H,lablebi,
489.0,32.0,H,Crepe,
490.0,26.0,H,Salade,
491.0,46.0,H,lablebi,
492.0,24.0,H,Crepe,
493.0,22.0,H,Salade,
494.0,50.0,F,sandwichAyari,
495.0,19.0,H,Burgers,
496.0,32.0,H,pizza,
497.0,28.0,F,Salade,
498.0,39.0,F,Burgers,
499.0,26.0,H,Salade,
500.0,27.0,F,sandwichAyari,
501.0,28.0,H,Burgers,
502.0,42.0,H,pizza,
503.0,36.0,H,Salade,
504.0,49.0,H,Burgers,
505.0,52.0,F,pizza,
506.0,55.0,H,Burgers,
507.0,52.0,F,pizza,
508.0,51.0,F,kaftaji,
509.0,24.0,F,kaftaji,
510.0,47.0,F,pizza,
511.0,43.0,H,Salade,
512.0,33.0,F,pizza,
513.0,30.0,F,makloub,
514.0,22.0,H,makloub,
515.0,19.0,F,pizza,
516.0,44.0,H,sandwichAyari,
517.0,22.0,H,Salade,
518.0,39.0,F,makloub,
519.0,55.0,H,makloub,
520.0,37.0,F,kaftaji,
521.0,40.0,F,pizza,
522.0,39.0,F,lablebi,
523.0,40.0,H,Crepe,
524.0,23.0,F,lablebi,
525.0,52.0,H,kaftaji,
526.0,23.0,F,sandwitch,
527.0,18.0,F,pizza,
528.0,44.0,H,pizza,
529.0,56.0,F,pizza,
530.0,40.0,F,pizza,
531.0,27.0,H,pizza,
532.0,39.0,H,Burgers,
533.0,25.0,F,lablebi,
534.0,40.0,F,sandwichAyari,
535.0,21.0,F,kaftaji,
536.0,47.0,H,Burgers,
537.0,41.0,F,pizza,
538.0,49.0,H,lablebi,
539.0,20.0,H,Burgers,
540.0,47.0,H,Crepe,
541.0,30.0,H,sandwichAyari,
542.0,33.0,H,sandwitch,
543.0,39.0,F,makloub,
544.0,43.0,H,Salade,
545.0,29.0,F,pizza,
546.0,25.0,H,makloub,
547.0,43.0,F,kaftaji,
548.0,46.0,H,sandwichAyari,
549.0,28.0,F,pizza,
550.0,30.0,F,lablebi,
551.0,52.0,H,sandwichAyari,
552.0,39.0,H,sandwitch,
553.0,33.0,F,Crepe,
554.0,33.0,H,Burgers,
555.0,55.0,H,makloub,
556.0,21.0,F,kaftaji,
557.0,46.0,H,Crepe,
558.0,46.0,H,kaftaji,
559.0,33.0,F,Burgers,
560.0,53.0,F,Salade,
561.0,43.0,H,Burgers,
562.0,24.0,F,Salade,
563.0,24.0,F,sandwitch,
564.0,21.0,H,lablebi,
565.0,25.0,F,makloub,
566.0,55.0,H,Crepe,
567.0,35.0,H,sandwichAyari,
568.0,47.0,F,Burgers,
569.0,50.0,H,sandwichAyari,
570.0,34.0,F,sandwichAyari,
571.0,45.0,H,sandwitch,
572.0,34.0,F,lablebi,
573.0,41.0,F,lablebi,
574.0,43.0,H,sandwitch,
575.0,46.0,H,makloub,
576.0,48.0,F,sandwichAyari,
577.0,46.0,F,sandwitch,
578.0,31.0,H,makloub,
579.0,27.0,F,Salade,
580.0,54.0,F,sandwitch,
581.0,35.0,F,Salade,
582.0,51.0,F,sandwichAyari,
583.0,37.0,H,sandwitch,
584.0,34.0,F,Salade,
585.0,56.0,F,sandwichAyari,
586.0,36.0,F,sandwichAyari,
587.0,37.0,F,sandwitch,
588.0,54.0,H,Burgers,
589.0,41.0,F,kaftaji,
590.0,26.0,F,makloub,
591.0,52.0,F,lablebi,
592.0,30.0,F,Crepe,
593.0,19.0,H,kaftaji,
594.0,40.0,H,kaftaji,
595.0,30.0,H,kaftaji,
596.0,35.0,H,Burgers,
597.0,45.0,F,Crepe,
598.0,41.0,H,Salade,
599.0,23.0,F,lablebi,
600.0,28.0,F,sandwitch,
601.0,30.0,H,kaftaji,
602.0,55.0,F,sandwitch,
603.0,45.0,F,Salade,
604.0,36.0,H,Salade,
605.0,55.0,F,Crepe,
606.0,44.0,H,Burgers,
607.0,51.0,F,lablebi,
608.0,41.0,H,kaftaji,
609.0,27.0,F,Crepe,
610.0,35.0,F,lablebi,
611.0,36.0,F,makloub,
612.0,53.0,F,kaftaji,
613.0,32.0,H,lablebi,
614.0,21.0,H,Crepe,
615.0,22.0,F,pizza,
616.0,23.0,H,lablebi,
617.0,48.0,H,Crepe,
618.0,55.0,F,Crepe,
619.0,45.0,F,Burgers,
620.0,42.0,F,makloub,
621.0,20.0,F,Salade,
622.0,47.0,H,sandwichAyari,
623.0,32.0,F,Burgers,
624.0,36.0,F,Burgers,
625.0,43.0,F,Salade,
626.0,53.0,H,makloub,
627.0,26.0,H,sandwitch,
628.0,26.0,H,Burgers,
629.0,52.0,F,Salade,
630.0,32.0,F,makloub,
631.0,23.0,F,sandwichAyari,
632.0,48.0,H,sandwitch,
633.0,31.0,F,pizza,
634.0,30.0,F,sandwichAyari,
635.0,54.0,H,makloub,
636.0,28.0,H,lablebi,
637.0,19.0,F,pizza,
638.0,32.0,H,sandwichAyari,
639.0,43.0,H,Burgers,
640.0,28.0,H,kaftaji,
641.0,32.0,H,sandwichAyari,
642.0,37.0,H,sandwichAyari,
643.0,39.0,H,Salade,
644.0,47.0,H,Burgers,
645.0,35.0,F,Salade,
646.0,25.0,F,makloub,
647.0,49.0,F,Burgers,
648.0,33.0,H,lablebi,
649.0,22.0,H,lablebi,
650.0,28.0,F,makloub,
651.0,51.0,F,pizza,
652.0,51.0,H,pizza,
653.0,22.0,H,sandwichAyari,
654.0,47.0,F,kaftaji,
655.0,38.0,F,sandwichAyari,
656.0,36.0,F,Salade,
657.0,28.0,F,sandwichAyari,
658.0,23.0,H,makloub,
659.0,21.0,H,sandwitch,
660.0,24.0,F,kaftaji,
661.0,28.0,H,Salade,
662.0,27.0,F,Burgers,
663.0,37.0,F,Burgers,
664.0,40.0,F,sandwitch,
665.0,26.0,H,Salade,
666.0,34.0,F,kaftaji,
667.0,44.0,H,kaftaji,
668.0,38.0,H,lablebi,
669.0,43.0,H,sandwichAyari,
670.0,38.0,H,sandwichAyari,
671.0,28.0,F,Burgers,
672.0,18.0,F,kaftaji,
673.0,55.0,H,Burgers,
674.0,37.0,F,sandwichAyari,
675.0,34.0,F,sandwichAyari,
676.0,53.0,H,makloub,
677.0,25.0,F,Burgers,
678.0,31.0,F,Crepe,
679.0,49.0,F,kaftaji,
680.0,52.0,H,Burgers,
681.0,25.0,H,kaftaji,
682.0,21.0,H,lablebi,
683.0,22.0,H,kaftaji,
684.0,43.0,F,sandwitch,
685.0,49.0,F,Burgers,
686.0,40.0,F,Salade,
687.0,49.0,H,lablebi,
688.0,36.0,H,kaftaji,
689.0,41.0,H,Crepe,
690.0,34.0,F,kaftaji,
691.0,44.0,H,Crepe,
692.0,55.0,H,sandwichAyari,
693.0,19.0,F,Burgers,
694.0,26.0,H,Crepe,
695.0,21.0,F,pizza,
696.0,28.0,H,lablebi,
697.0,51.0,F,Burgers,
698.0,20.0,H,Crepe,
699.0,24.0,H,Burgers,
700.0,32.0,H,pizza,
701.0,24.0,F,Crepe,
702.0,27.0,H,Crepe,
703.0,48.0,H,Crepe,
704.0,28.0,H,makloub,
705.0,35.0,F,Salade,
706.0,31.0,H,sandwitch,
707.0,26.0,H,sandwichAyari,
708.0,37.0,H,lablebi,
709.0,22.0,F,pizza,
710.0,25.0,F,makloub,
711.0,41.0,F,kaftaji,
712.0,39.0,F,Burgers,
713.0,29.0,H,sandwichAyari,
714.0,48.0,H,makloub,
715.0,40.0,F,Salade,
716.0,45.0,H,kaftaji,
717.0,47.0,F,pizza,
718.0,32.0,F,sandwitch,
719.0,44.0,H,Salade,
720.0,30.0,H,Crepe,
721.0,35.0,H,Salade,
722.0,55.0,F,sandwitch,
723.0,35.0,H,kaftaji,
724.0,21.0,H,sandwichAyari,
725.0,39.0,F,makloub,
726.0,41.0,H,sandwitch,
727.0,36.0,H,sandwichAyari,
728.0,18.0,F,Salade,
729.0,42.0,F,Crepe,
730.0,50.0,H,Crepe,
731.0,40.0,F,makloub,
732.0,33.0,F,lablebi,
733.0,32.0,H,Burgers,
734.0,34.0,F,pizza,
735.0,22.0,F,pizza,
736.0,56.0,F,Crepe,
737.0,37.0,F,Crepe,
738.0,25.0,H,Burgers,
739.0,18.0,H,sandwichAyari,
740.0,44.0,H,pizza,
741.0,48.0,F,pizza,
742.0,53.0,H,sandwitch,
743.0,43.0,H,Salade,
744.0,26.0,F,sandwichAyari,
745.0,29.0,H,Salade,
746.0,56.0,F,sandwichAyari,
747.0,22.0,H,sandwichAyari,
748.0,33.0,H,sandwichAyari,
749.0,54.0,H,Salade,
750.0,40.0,F,sandwitch,
751.0,19.0,H,makloub,
752.0,36.0,H,sandwichAyari,
753.0,50.0,F,sandwichAyari,
754.0,50.0,F,sandwitch,
755.0,50.0,H,makloub,
756.0,43.0,H,sandwitch,
757.0,53.0,H,sandwitch,
758.0,45.0,H,kaftaji,
759.0,30.0,F,pizza,
760.0,40.0,H,Burgers,
761.0,29.0,H,Crepe,
762.0,33.0,H,kaftaji,
763.0,30.0,F,kaftaji,
764.0,24.0,F,pizza,
765.0,28.0,F,Burgers,
766.0,49.0,H,Burgers,
767.0,19.0,F,kaftaji,
768.0,28.0,H,Burgers,
769.0,55.0,H,Crepe,
770.0,55.0,F,sandwitch,
771.0,48.0,H,Salade,
772.0,39.0,H,lablebi,
773.0,22.0,F,pizza,
774.0,32.0,H,Crepe,
775.0,33.0,F,Crepe,
776.0,38.0,H,Crepe,
777.0,30.0,H,pizza,
778.0,35.0,F,Salade,
779.0,52.0,F,Burgers,
780.0,41.0,H,Crepe,
781.0,54.0,F,lablebi,
782.0,26.0,F,Burgers,
783.0,48.0,F,pizza,
784.0,29.0,H,sandwitch,
785.0,44.0,F,Salade,
786.0,18.0,H,Burgers,
787.0,54.0,F,makloub,
788.0,22.0,H,Salade,
789.0,54.0,F,lablebi,
790.0,39.0,H,lablebi,
791.0,47.0,H,Crepe,
792.0,20.0,F,kaftaji,
793.0,36.0,H,sandwichAyari,
794.0,48.0,F,makloub,
795.0,26.0,F,Burgers,
796.0,47.0,H,pizza,
797.0,40.0,H,Salade,
798.0,55.0,H,sandwitch,
799.0,35.0,H,makloub,
800.0,20.0,H,Salade,
801.0,53.0,F,Burgers,
802.0,24.0,H,kaftaji,
803.0,42.0,H,Burgers,
804.0,18.0,H,pizza,
805.0,49.0,H,Salade,
806.0,37.0,H,kaftaji,
807.0,27.0,H,kaftaji,
808.0,22.0,F,sandwitch,
809.0,42.0,H,pizza,
810.0,19.0,H,sandwitch,
811.0,40.0,F,Salade,
812.0,23.0,F,pizza,
813.0,25.0,F,lablebi,
814.0,47.0,H,Burgers,
815.0,19.0,F,lablebi,
816.0,32.0,H,sandwichAyari,
817.0,35.0,F,kaftaji,
818.0,53.0,H,Crepe,
819.0,27.0,F,Crepe,
820.0,43.0,H,makloub,
821.0,29.0,F,sandwitch,
822.0,53.0,F,kaftaji,
823.0,30.0,H,Burgers,
824.0,34.0,F,makloub,
825.0,27.0,H,lablebi,
826.0,31.0,F,Crepe,
827.0,28.0,H,Burgers,
828.0,49.0,H,sandwitch,
829.0,51.0,H,makloub,
830.0,48.0,F,Crepe,
831.0,19.0,F,Burgers,
832.0,29.0,F,Crepe,
833.0,27.0,H,Salade,
834.0,48.0,H,sandwitch,
835.0,29.0,F,Crepe,
836.0,56.0,H,Burgers,
837.0,33.0,H,Crepe,
838.0,55.0,H,sandwitch,
839.0,54.0,H,kaftaji,
840.0,52.0,F,kaftaji,
841.0,18.0,H,makloub,
842.0,24.0,H,pizza,
843.0,38.0,H,sandwichAyari,
844.0,27.0,F,makloub,
845.0,43.0,H,kaftaji,
846.0,22.0,F,sandwitch,
847.0,55.0,F,pizza,
848.0,33.0,F,sandwichAyari,
849.0,24.0,F,lablebi,
850.0,19.0,H,Salade,
851.0,49.0,F,Salade,
852.0,23.0,H,pizza,
853.0,55.0,F,Burgers,
854.0,44.0,F,pizza,
855.0,46.0,H,Crepe,
856.0,45.0,H,Burgers,
857.0,52.0,H,Burgers,
858.0,38.0,F,Salade,
859.0,41.0,F,sandwichAyari,
860.0,43.0,H,sandwitch,
