customer,platScalop,Sandwich Baguette XL,Pancake Fruit Secsn,Pizza Chees,Pizza Garden Specieal,Pizza The Hawaiian,Plat Tunisien,SAlade Maison,SAndwich Philly Steak,Sandwich Tuinisien,Sandwich Zinger,Lablebi,sandwich Scalope,Sandwic hAyari
82,0,0,0,1,1,0,1,1,0,1,0,1,0,0
83,0,0,0,0,1,1,1,0,1,1,1,0,1,1
84,1,0,0,1,1,1,0,0,0,0,0,0,1,0
85,0,0,0,0,1,1,1,1,0,1,1,1,0,1
86,0,1,1,0,0,0,1,0,1,0,0,0,1,0
87,1,1,1,1,0,1,1,0,0,0,0,0,1,0
88,1,0,0,1,1,0,1,1,1,0,0,1,1,1
89,1,1,1,0,1,1,0,1,0,1,1,1,0,0
90,1,1,1,0,1,1,0,1,1,0,1,0,0,1
91,1,0,0,1,1,1,1,0,0,0,1,0,1,1
92,1,0,0,0,0,1,1,1,0,0,0,0,0,0
93,1,0,0,1,1,1,1,1,0,1,1,1,1,0
94,1,0,0,0,1,1,0,1,1,1,1,0,0,1
95,1,1,1,1,0,1,1,1,0,1,1,0,0,1
96,0,0,0,1,0,1,1,1,0,1,1,1,0,0
97,1,0,0,0,0,1,0,0,1,0,0,1,1,0
98,0,1,1,0,1,0,1,1,1,0,1,1,0,1
99,0,1,1,0,0,0,0,1,0,0,1,0,0,0
100,1,1,1,1,1,0,1,1,0,1,1,0,0,1
101,1,0,0,0,1,1,1,1,1,1,0,1,1,1
102,0,1,1,0,1,0,1,0,1,1,1,0,1,0
103,1,1,1,0,0,0,0,1,0,0,0,1,1,0
104,1,0,0,0,1,1,1,0,1,0,1,1,0,1
105,0,1,1,0,1,1,0,0,0,0,1,1,0,0
106,1,1,1,1,0,0,1,0,1,1,0,1,1,0
107,0,1,1,0,1,0,1,1,0,0,0,1,0,0
108,1,1,1,1,0,1,1,0,0,0,1,0,0,1
109,0,1,1,0,0,0,1,1,0,0,1,1,1,0
110,0,0,0,0,0,1,1,1,0,1,0,0,1,0
111,1,0,0,1,1,1,1,0,0,1,0,0,1,1
112,1,0,0,1,1,0,1,0,1,0,0,0,0,1
113,0,0,0,1,1,1,0,0,0,0,1,0,1,0
114,0,0,0,1,0,1,1,0,1,1,0,1,0,1
115,1,1,1,1,0,1,1,1,0,0,0,0,1,1
116,1,1,1,1,0,0,1,0,1,0,0,0,1,1
117,1,0,0,1,0,1,1,0,0,1,0,1,1,0
118,0,0,0,1,1,0,0,0,1,0,0,0,0,1
119,1,1,1,0,0,0,1,0,0,0,0,0,0,1
120,0,1,1,0,1,1,1,0,1,1,0,1,1,1
121,0,1,1,1,1,0,1,0,1,0,0,0,1,0
122,0,0,0,0,0,0,1,0,1,1,1,1,1,1
123,1,1,1,0,1,0,0,1,1,1,0,1,0,1
124,1,0,0,0,0,1,0,1,0,1,0,0,0,1
125,0,0,0,0,1,0,1,1,1,0,1,1,1,1
126,1,0,0,0,1,1,1,1,0,0,0,1,0,0
127,1,0,0,1,0,1,1,0,1,1,1,0,0,1
128,0,1,1,0,0,0,0,0,0,1,0,0,1,0
129,0,0,0,0,0,0,1,1,1,0,0,1,0,0
130,0,1,1,1,1,1,1,0,1,1,0,1,1,0
131,0,0,0,0,0,0,0,0,1,1,0,0,1,1
132,1,0,0,1,1,1,1,0,0,1,1,0,1,1
133,0,0,0,0,0,1,1,0,1,1,1,1,0,1
134,0,0,0,1,0,1,0,0,1,0,0,1,1,0
135,0,0,0,1,1,1,0,1,0,0,1,0,0,1
136,0,0,0,0,0,0,0,0,0,1,1,0,1,0
137,1,0,0,1,1,1,0,0,0,1,0,1,0,0
138,1,1,1,1,0,1,1,0,1,0,1,1,0,1
139,1,1,1,1,1,1,0,0,0,0,1,0,1,0
140,1,0,0,1,0,1,0,1,0,0,0,0,1,1
141,1,0,0,1,1,0,1,1,0,1,0,1,1,0
142,0,1,1,1,0,0,1,0,0,1,0,0,1,1
143,0,1,1,1,0,0,0,1,1,1,1,1,0,1
144,0,0,0,0,0,0,0,1,0,0,0,1,0,1
145,1,1,1,1,1,1,1,1,0,0,0,0,0,0
146,0,1,1,1,0,0,1,0,1,0,1,1,1,1
147,0,0,0,0,1,1,1,0,1,0,1,1,0,1
148,1,0,0,1,0,1,1,0,1,1,0,1,1,0
149,0,1,1,1,1,0,0,1,0,0,0,1,0,0
150,1,1,1,1,0,1,0,1,0,1,1,0,0,0
151,0,0,0,0,0,1,1,1,1,1,1,0,1,1
152,1,0,0,1,1,1,0,0,1,0,0,0,1,0
153,0,1,1,1,0,1,0,0,0,1,0,1,0,1
154,0,1,1,0,1,0,1,0,0,0,1,0,0,1
155,0,1,1,1,1,1,0,1,0,1,1,0,1,1
156,0,0,0,1,0,1,1,1,1,0,0,0,0,0
157,0,0,0,0,1,0,1,1,0,1,1,1,0,1
158,1,1,1,0,0,1,0,1,0,1,1,1,0,0
159,0,0,0,0,1,0,0,1,1,1,1,1,0,1
160,0,0,0,0,0,1,0,1,1,0,1,0,1,1
161,0,0,0,1,0,1,0,1,1,0,1,0,1,1
162,0,0,0,0,1,1,1,1,0,0,1,0,0,1
163,1,1,1,1,0,1,0,1,0,1,0,1,0,1
164,0,0,0,1,0,0,1,1,0,0,0,1,0,1
165,0,0,0,1,1,1,1,1,0,1,0,0,0,1
166,1,0,0,0,0,0,0,1,0,0,0,0,1,0
167,1,0,0,0,1,0,1,0,1,1,0,1,0,1
168,0,0,0,0,1,1,1,1,1,1,1,0,1,0
169,0,1,1,0,0,0,1,0,0,0,1,0,1,1
170,1,0,0,0,0,0,0,0,0,0,1,0,1,0
171,0,0,0,1,1,1,0,1,1,1,0,0,0,1
172,1,1,1,1,1,1,0,1,0,0,1,1,1,0
173,0,0,0,0,0,0,0,1,0,0,0,0,1,1
174,1,0,0,0,1,0,1,1,1,0,1,0,0,1
175,1,0,0,1,1,1,1,0,1,0,0,1,1,1
176,0,0,0,1,0,0,1,0,1,1,0,0,1,0
177,0,0,0,0,1,0,1,1,1,0,1,1,1,0
178,1,1,1,0,0,1,1,0,1,0,0,0,0,0
179,1,0,0,0,0,0,0,1,1,1,1,0,1,1
180,1,0,0,0,0,0,1,1,0,1,1,1,1,0
181,0,1,1,1,0,0,1,0,0,1,0,1,0,0
182,0,0,0,1,0,1,0,0,0,1,0,1,1,1
183,0,1,1,0,0,0,0,0,0,0,0,0,0,1
184,1,1,1,1,0,0,1,1,1,0,1,0,1,0
185,1,1,1,0,1,0,1,0,1,0,1,0,1,0
186,0,1,1,1,0,0,1,0,0,0,1,1,1,0
187,0,0,0,1,1,0,1,1,0,0,0,1,0,0
188,1,1,1,1,1,0,0,1,0,0,0,1,0,0
189,1,1,1,0,0,0,1,0,0,1,0,1,1,0
190,0,0,0,0,1,1,1,1,1,0,0,1,0,0
191,0,1,1,1,0,0,0,0,1,0,1,0,1,0
192,1,0,0,1,0,1,1,1,0,1,0,0,1,1
193,1,0,0,1,0,0,1,0,0,0,1,1,0,0
194,1,1,1,1,1,0,0,1,0,0,0,1,1,0
195,0,0,0,1,1,1,1,0,1,1,1,1,0,0
196,1,1,1,0,1,1,1,0,0,1,0,0,0,0
197,1,0,0,0,1,0,1,1,0,1,0,0,1,0
198,0,1,1,1,1,0,0,0,0,1,0,1,1,1
199,0,1,1,1,1,1,1,0,0,0,0,0,1,0
200,0,0,0,0,0,0,0,1,0,0,1,1,0,0
201,0,0,0,1,0,1,1,0,1,1,1,0,1,1
202,1,1,1,1,0,1,0,0,0,1,1,1,1,1
203,1,1,1,1,1,0,1,0,0,1,0,1,1,0
204,1,1,1,0,1,0,1,0,0,1,0,0,1,0
205,1,1,1,0,0,0,1,1,1,1,1,1,0,1
206,0,0,0,0,1,1,1,0,1,1,0,0,0,0
207,0,0,0,0,1,1,1,0,0,1,1,1,0,1
208,0,0,0,1,0,0,1,0,1,1,1,1,0,1
209,1,1,1,0,1,0,1,1,0,1,0,0,0,1
210,1,0,0,1,1,1,1,0,1,0,0,0,0,0
211,0,1,1,1,1,1,1,0,0,1,0,0,0,0
212,0,0,0,1,0,1,0,1,1,1,1,0,0,1
213,0,1,1,0,0,1,0,1,0,1,1,1,1,1
214,0,1,1,0,1,0,0,0,1,1,0,1,0,0
215,1,0,0,0,0,0,1,1,0,1,0,1,0,1
216,0,1,1,1,0,1,1,0,1,1,1,1,0,0
217,0,1,1,1,0,1,0,0,0,1,1,1,1,0
218,0,1,1,0,1,0,0,1,1,1,1,1,0,1
219,0,1,1,1,1,1,0,0,1,0,0,0,0,0
220,0,1,1,0,1,1,0,0,1,0,1,0,0,1
221,0,1,1,0,1,0,1,1,0,0,1,1,0,1
222,1,0,0,0,0,0,0,1,1,1,0,1,0,1
223,1,0,0,0,0,0,1,1,1,0,1,1,0,0
224,1,1,1,1,0,1,1,1,0,1,0,1,1,0
225,0,0,0,1,0,0,1,0,0,0,0,1,0,1
226,0,1,1,1,1,1,1,1,1,0,1,0,0,1
227,0,0,0,0,0,0,1,0,0,1,0,1,0,0
228,0,0,0,1,1,1,0,0,1,1,0,0,1,1
229,0,0,0,0,1,1,0,1,1,1,0,1,0,0
230,0,1,1,1,1,0,0,0,0,1,0,0,1,1
231,0,0,0,1,1,0,0,0,1,0,0,0,0,0
232,1,1,1,0,1,0,1,0,1,1,1,0,1,1
233,1,1,1,1,0,1,1,1,1,0,0,1,0,0
234,0,0,0,1,0,1,0,1,0,0,0,0,0,1
235,1,0,0,1,1,0,1,1,0,1,1,0,1,1
236,0,1,1,0,1,0,0,1,0,0,1,0,1,0
237,0,1,1,1,0,1,1,0,1,1,1,1,1,1
238,1,0,0,0,1,1,1,1,1,0,1,1,1,0
239,1,0,0,1,0,1,0,1,1,0,0,1,0,0
240,0,0,0,0,1,1,0,1,0,1,0,0,0,0
241,1,1,1,1,1,1,1,0,1,0,0,1,0,0
242,1,0,0,1,0,1,0,0,1,0,1,1,0,0
243,1,0,0,0,0,0,1,0,0,0,0,1,0,0
244,0,1,1,1,1,0,0,0,0,0,1,0,0,0
245,0,0,0,0,1,0,1,1,0,0,1,0,1,0
246,1,1,1,1,1,1,1,1,1,1,1,1,0,0
247,0,0,0,0,1,0,1,0,1,1,0,0,1,1
248,0,1,1,1,1,1,1,1,1,1,0,1,0,0
249,0,1,1,0,0,1,0,1,1,1,1,0,0,1
250,1,0,0,1,0,0,0,1,1,0,0,0,1,1
251,0,1,1,0,0,1,0,0,1,0,1,0,1,0
252,1,1,1,1,1,0,1,1,0,1,1,0,1,0
253,0,1,1,0,1,1,1,0,1,0,0,1,0,0
254,0,0,0,1,0,1,1,1,1,1,1,1,0,0
255,0,0,0,0,0,0,0,1,0,0,1,0,0,0
256,1,0,0,0,0,1,0,0,1,1,0,0,1,0
257,0,1,1,0,1,0,1,0,0,1,0,0,1,1
258,1,1,1,0,1,0,0,0,0,1,1,1,1,0
259,0,0,0,0,1,0,0,1,1,1,0,1,0,1
260,0,0,0,0,0,0,0,1,0,1,0,0,1,1
261,1,1,1,0,1,1,0,0,1,1,1,0,0,0
262,1,0,0,0,0,0,0,0,1,0,1,0,0,1
263,0,0,0,1,0,1,0,1,1,0,0,1,0,0
264,0,1,1,0,1,1,0,1,0,1,0,1,0,1
265,0,0,0,1,1,1,0,1,0,1,1,1,0,1
266,1,1,1,1,1,0,1,0,0,0,1,0,1,0
267,1,0,0,1,0,1,1,0,1,1,1,0,1,0
268,0,0,0,0,0,0,1,0,0,0,1,0,0,1
269,0,1,1,0,1,1,0,1,0,1,1,0,1,0
270,1,1,1,1,1,1,1,0,1,0,0,0,1,1
271,1,0,0,0,1,1,1,1,0,1,1,0,1,1
272,1,1,1,1,1,1,1,1,0,1,1,1,1,0
273,0,0,0,0,1,1,1,1,1,0,0,1,0,0
274,1,1,1,1,0,1,0,1,0,0,0,0,0,1
275,0,0,0,1,1,0,1,1,1,1,0,0,0,0
276,1,0,0,0,1,0,0,0,1,0,0,0,0,1
277,0,0,0,0,1,1,0,1,0,0,1,0,1,0
278,0,1,1,0,0,1,0,1,1,1,0,1,0,0
279,1,1,1,1,0,0,1,0,0,0,0,1,1,0
280,0,0,0,0,1,0,0,1,1,0,1,0,0,0
281,0,0,0,1,1,0,1,1,1,1,0,0,1,1
282,1,0,0,1,1,0,0,0,1,1,0,1,1,0
283,1,1,1,1,0,0,1,1,0,0,0,1,1,0
284,0,1,1,1,0,1,0,0,1,0,0,1,1,1
285,1,1,1,0,1,0,0,0,1,1,0,1,1,1
286,0,0,0,0,0,1,0,0,0,0,1,1,0,1
287,1,0,0,1,0,1,0,1,1,0,1,0,1,1
288,0,1,1,0,0,0,0,1,1,0,0,0,1,1
289,0,1,1,0,1,0,1,1,0,0,0,0,0,1
290,0,0,0,1,1,0,0,1,0,0,0,1,0,0
291,0,1,1,0,1,1,1,0,1,0,0,1,1,0
292,1,0,0,1,0,0,1,0,0,1,0,0,1,1
293,0,1,1,0,0,1,0,1,1,1,1,0,0,0
294,1,1,1,1,0,1,0,1,1,1,1,1,1,0
295,1,1,1,1,1,0,0,0,0,0,0,0,1,0
296,1,1,1,0,1,0,1,0,1,1,0,1,1,1
297,1,0,0,1,0,0,0,0,1,0,0,0,1,1
298,1,1,1,0,1,0,1,0,0,1,1,0,0,1
299,1,0,0,1,0,0,0,1,1,0,0,1,0,0
300,1,1,1,0,1,0,0,0,0,1,1,1,0,0
301,0,0,0,0,1,1,1,0,0,0,0,0,0,0
302,1,0,0,1,1,0,1,1,0,0,0,0,1,1
303,0,1,1,0,0,1,1,0,1,1,0,0,1,1
304,0,1,1,1,1,0,1,1,1,1,1,1,1,1
305,1,0,0,1,1,1,0,1,0,0,1,0,0,0
306,1,1,1,0,1,0,1,0,1,0,0,0,0,1
307,0,0,0,0,0,0,1,0,1,1,0,0,0,0
308,1,1,1,1,0,1,1,1,0,0,1,0,1,1
309,0,0,0,0,0,0,0,1,0,0,1,0,1,1
310,0,1,1,1,0,1,0,1,1,1,0,0,1,1
311,1,1,1,0,1,0,1,0,1,1,0,1,1,0
312,1,0,0,0,0,0,1,0,1,0,0,1,0,0
313,1,0,0,0,1,0,0,1,0,1,0,1,1,0
314,0,0,0,1,0,1,0,1,1,0,0,1,0,0
315,1,1,1,0,0,1,1,1,1,1,0,1,0,0
316,0,1,1,0,0,1,0,0,0,1,1,1,1,1
317,1,0,0,1,0,1,1,1,1,0,0,0,1,1
318,0,0,0,0,0,0,0,1,0,0,1,0,1,0
319,1,1,1,1,0,1,0,0,1,1,0,0,1,0
320,1,1,1,0,0,1,1,1,0,0,0,0,1,1
321,1,0,0,1,1,1,0,1,0,0,0,1,1,0
322,1,1,1,0,1,1,0,1,0,0,0,0,1,1
323,1,0,0,0,1,1,0,1,0,0,1,1,0,1
324,1,1,1,1,0,0,1,0,0,1,0,1,1,0
325,1,1,1,1,0,0,1,0,1,1,1,1,1,1
326,0,0,0,1,0,1,1,0,0,0,1,0,0,0
327,0,1,1,1,0,0,1,0,1,0,1,1,0,1
328,1,1,1,1,1,0,1,1,1,1,0,1,0,1
329,1,0,0,0,0,1,0,0,1,1,1,0,0,1
330,0,0,0,1,1,0,0,1,1,1,1,1,0,0
331,0,0,0,1,1,1,1,0,1,0,0,0,1,0
332,0,1,1,0,1,0,1,1,0,1,0,1,1,0
333,1,0,0,1,1,0,1,1,0,0,0,1,1,0
334,1,0,0,0,0,1,0,1,1,1,0,1,1,0
335,0,1,1,0,1,1,0,0,1,0,1,0,0,0
336,0,1,1,0,1,1,1,0,1,0,0,1,1,1
337,1,1,1,1,1,0,1,0,0,1,0,1,0,1
338,1,0,0,1,0,1,0,1,1,1,0,1,1,0
339,0,1,1,0,1,1,0,1,0,1,0,0,0,1
340,0,0,0,1,0,1,1,0,1,1,1,1,1,0
341,1,1,1,1,0,1,0,1,0,1,1,1,0,0
342,0,1,1,1,1,0,1,1,1,1,1,1,0,1
343,0,1,1,0,1,0,1,0,1,1,0,0,1,0
344,1,1,1,0,1,0,1,0,0,1,0,1,1,1
345,0,0,0,1,0,0,0,0,0,0,0,1,0,0
346,1,0,0,0,0,0,0,0,0,1,1,1,0,0
347,1,0,0,0,0,0,0,1,0,1,0,0,1,0
348,1,0,0,0,1,0,1,1,0,1,1,0,1,0
349,0,1,1,0,0,1,1,0,0,1,1,0,1,1
350,1,1,1,1,0,0,1,0,0,1,1,1,0,0
351,0,1,1,1,0,1,0,1,1,1,1,0,1,0
352,1,1,1,0,1,1,0,1,0,0,1,0,0,1
353,1,0,0,0,1,1,1,1,0,1,1,0,1,0
354,0,1,1,0,0,0,1,1,0,1,1,0,1,1
355,0,0,0,1,1,0,1,0,1,1,0,1,0,1
356,1,0,0,1,0,0,0,1,0,1,0,0,1,0
357,0,1,1,0,1,0,1,1,0,0,1,0,0,1
358,0,1,1,0,1,0,1,1,1,1,0,0,0,0
359,0,0,0,1,1,1,1,0,1,1,1,1,1,0
360,0,1,1,1,1,1,0,1,1,0,0,1,1,0
361,1,1,1,1,1,0,1,0,0,1,0,1,0,0
362,0,0,0,0,0,1,0,1,1,0,1,1,0,0
363,0,0,0,1,0,0,1,0,1,1,0,1,1,1
364,1,1,1,1,1,1,0,0,1,0,0,1,1,1
365,0,0,0,1,0,0,1,0,1,1,0,1,0,1
366,0,0,0,0,0,0,1,0,1,1,1,0,0,0
367,0,0,0,1,1,0,1,1,0,0,0,0,1,1
368,1,0,0,0,0,1,0,1,1,1,1,1,1,0
369,1,1,1,0,1,0,0,0,0,0,0,1,1,0
370,0,0,0,0,1,1,1,1,1,1,0,1,0,1
371,1,1,1,0,1,1,1,1,1,0,0,0,1,1
372,1,1,1,1,0,1,0,1,1,1,1,1,1,1
373,0,1,1,1,1,1,1,0,1,0,0,0,0,1
374,0,1,1,0,0,1,0,0,1,0,1,1,0,0
375,1,1,1,0,1,0,1,0,0,1,1,1,0,1
376,0,0,0,1,0,1,0,0,1,1,1,1,0,1
377,1,1,1,0,1,1,0,0,1,0,1,0,0,0
378,0,1,1,0,1,1,0,0,0,1,0,1,0,0
379,0,0,0,0,1,0,0,0,0,1,0,1,0,0
380,1,0,0,1,1,0,1,1,0,0,0,0,1,0
381,1,1,1,0,1,0,0,0,0,0,0,1,1,0
382,1,0,0,1,1,0,0,0,1,0,0,1,1,1
383,0,1,1,1,0,0,0,1,0,0,0,0,1,1
384,0,1,1,0,0,0,1,0,1,0,0,0,0,1
385,1,0,0,1,0,1,0,0,1,0,0,1,0,0
386,1,0,0,1,0,0,1,0,1,0,1,1,0,1
387,0,1,1,0,1,0,0,0,0,1,0,0,0,0
388,0,0,0,1,0,0,0,1,1,1,1,1,1,1
389,0,0,0,1,0,0,0,1,1,1,0,1,0,1
390,1,0,0,0,0,1,1,1,1,0,0,0,0,0
391,0,0,0,0,1,1,1,1,0,1,1,0,1,0
392,1,1,1,1,1,0,1,1,1,1,1,1,0,0
393,0,0,0,1,0,0,0,1,0,1,1,0,0,0
394,1,0,0,0,1,1,1,0,0,0,1,0,1,1
395,1,0,0,1,0,0,0,0,0,1,1,0,0,1
396,1,0,0,1,1,1,0,0,0,1,1,0,0,0
397,1,0,0,0,1,1,1,1,1,0,0,0,1,0
398,1,1,1,1,0,1,1,0,0,1,1,0,1,0
399,1,1,1,1,1,0,1,1,1,1,1,0,1,0
400,1,1,1,1,1,0,0,0,1,1,0,1,1,1
401,1,0,0,1,1,0,1,1,1,0,1,0,1,1
402,1,0,0,1,0,1,1,0,1,0,1,0,0,0
403,0,1,1,0,1,1,0,0,1,1,1,0,1,1
404,1,1,1,0,1,1,1,0,1,1,1,1,0,0
405,0,1,1,0,1,0,1,1,1,0,1,1,1,0
406,0,0,0,0,0,1,0,1,0,1,1,0,0,0
407,0,1,1,1,1,0,1,1,1,0,0,1,0,0
408,1,1,1,1,1,0,1,0,0,0,0,1,1,0
409,0,1,1,1,0,0,0,0,0,0,1,0,1,0
410,0,1,1,0,1,1,1,0,1,1,1,0,1,0
411,1,1,1,1,1,1,0,0,0,1,0,0,1,0
412,0,0,0,0,1,1,1,0,0,0,0,0,0,0
413,0,0,0,0,1,0,1,1,1,0,1,0,0,0
414,0,0,0,0,0,1,1,0,0,1,1,0,0,1
415,0,1,1,1,1,1,0,0,0,0,0,1,1,0
416,0,1,1,0,1,1,0,0,0,1,0,1,1,1
417,0,1,1,0,0,1,1,0,1,1,0,1,1,0
418,0,1,1,0,1,0,1,0,0,1,0,0,0,1
419,1,1,1,0,0,0,0,1,1,0,0,0,0,1
420,1,1,1,1,1,0,0,0,1,0,0,0,1,0
421,0,0,0,0,1,1,1,0,0,1,0,0,0,0
422,1,0,0,0,1,1,1,0,1,0,1,0,0,1
423,0,0,0,1,0,1,0,1,1,1,1,0,1,1
424,1,0,0,0,1,1,0,1,1,1,1,1,0,1
425,1,1,1,1,0,1,1,0,0,1,0,1,1,1
426,1,0,0,1,1,0,0,1,0,0,0,1,0,0
427,1,0,0,1,1,0,1,1,0,0,0,0,0,0
428,1,1,1,1,1,0,1,0,0,1,0,1,0,1
429,1,1,1,0,1,1,0,1,1,0,0,1,0,0
430,1,0,0,0,0,0,1,0,1,1,1,0,0,0
431,1,1,1,1,1,1,1,1,1,0,1,1,0,0
432,1,0,0,1,1,1,1,0,1,1,1,1,1,0
433,1,1,1,0,0,1,0,0,1,1,1,0,1,1
434,0,1,1,0,0,1,1,1,1,0,0,1,0,0
435,1,0,0,1,0,1,1,1,0,1,1,1,0,0
436,0,0,0,1,1,0,1,0,0,1,0,0,0,1
437,1,1,1,0,1,0,1,0,0,1,0,0,1,0
438,0,0,0,0,0,0,0,1,1,0,1,1,0,1
439,1,0,0,1,0,0,0,0,1,1,1,1,1,1
440,0,1,1,0,1,1,1,1,0,1,0,1,0,0
441,1,1,1,1,1,0,1,0,1,0,1,1,1,0
442,1,0,0,1,1,0,0,1,0,0,0,1,0,1
443,0,0,0,0,0,1,0,1,1,1,1,0,0,1
444,1,1,1,0,0,0,0,1,1,1,0,1,0,1
445,1,0,0,0,1,1,1,0,1,1,1,0,1,1
446,0,0,0,1,1,1,1,0,1,1,0,1,0,1
447,1,0,0,1,1,0,0,1,1,0,0,0,1,1
448,1,0,0,1,0,0,0,1,1,1,0,1,1,0
449,0,0,0,1,1,0,0,0,0,1,1,1,1,0
450,1,1,1,1,1,1,0,1,0,1,0,1,1,0
451,0,0,0,1,0,1,0,0,0,1,1,1,0,0
452,1,0,0,0,1,1,1,0,0,0,0,1,0,0
453,0,1,1,1,0,0,0,0,1,1,0,0,0,0
454,0,0,0,0,0,0,0,1,1,0,0,0,1,1
455,1,1,1,0,1,1,0,1,0,1,1,0,1,0
456,0,1,1,1,1,1,0,0,0,0,0,1,1,0
457,0,1,1,0,1,1,1,0,0,0,0,0,1,0
